PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS,behavior,better,cant,could,day,dont,even,feel,feeling,find,friend,get,go,going,good,ha,help,hyperactive,im,ive,know,life,like,lot,make,much,need,one,people,really,right,say,see,someone,something,still,take,talk,thats,thing,think,time,try,wa,want,way,work,would,year,youre,trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation,class_A,class_B,class_C,class_D
4.0,9.0,9.0,7.0,22.0,7.0,12.0,4.0,15.0,7.0,4.0,10.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22266909401327412,0.0,0.0,0.20093764013442944,0.1861115401113358,0.0,0.0,0.0,0.3602603773664012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35589522742484647,0.0,0.0,0.24639199641268483,0.0,0.0,0.21740196692956212,0.0,0.0,0.20263243065962733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768357482664541,0.0,0.19314037827742664,0.22364706447688035,0.0,0.0,0.0,0.4905070357946199,0.0,0.0,0.0,0.0526315789473684,0.131578947368421,0.2368421052631578,0.0789473684210526,0.1052631578947368,0.0263157894736842,0.131578947368421,0.0526315789473684,0.0526315789473684,0.131578947368421,0.375,0.125,0.375,0.125
6.0,19.375,18.375,19.875,29.125,10.75,18.25,7.5,26.375,6.5,12.0,30.625,16.0,5.75,9.375,9.25,2.0,4.25,3.25,2.5,2.25,3.5,0.25,1.125,0.25,0.625,0.625,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05012650714364623,0.0,0.051898125137560834,0.05305306456533379,0.14082131094104824,0.0,0.1518214287602602,0.22864776665418746,0.08137155047521104,0.04991127129166465,0.12595038096453423,0.16918345671016535,0.16954287108269392,0.1724570625459435,0.08173745175611598,0.11932070470208368,0.0,0.04267351730607506,0.07922847957132056,0.10368690326448197,0.322018963419964,0.2560437154876617,0.08614093518041167,0.13759437509113398,0.16918345671016535,0.126676251758918,0.13845739880666455,0.29079261883273844,0.04722812247430506,0.053407164188049396,0.08155418014896902,0.1341131264791718,0.053170697432363745,0.0,0.0,0.16201639809945276,0.0,0.05586475834494211,0.24153302232123233,0.13874666788841042,0.36012626055271696,0.052126063521762675,0.08873897356949714,0.022414948605746148,0.23914591598532287,0.057161941663546864,0.06865414021702128,0.0522405956815042,0.22970916048109777,0.1062124248496994,0.096192384769539,0.156312625250501,0.096192384769539,0.0721442885771543,0.0480961923847695,0.1663326653306613,0.0561122244488977,0.0921843687374749,0.1102204408817635,0.44,0.296,0.136,0.128
2.75,6.25,10.0,7.25,15.5,5.25,11.25,3.5,11.5,2.25,5.0,10.0,7.0,1.25,4.5,2.75,1.0,3.5,1.25,0.5,1.0,0.25,0.0,1.25,0.25,0.0,0.25,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06138235036705122,0.06411186863673227,0.0,0.0,0.2463465094870625,0.0,0.10623584964660866,0.0,0.13285790441814732,0.12223756715824712,0.15423237831181255,0.05919239601590169,0.0,0.0,0.0,0.2922280334066776,0.0,0.0,0.0,0.20315146415979124,0.0525770547728641,0.1393502244968287,0.07032251484611567,0.168491016463133,0.05919239601590169,0.0,0.16954783105286625,0.21913214176827356,0.0,0.06539967476503125,0.0,0.0,0.0,0.2450014518947985,0.06341290547247241,0.33066162263042725,0.06748373645163011,0.13681823710848925,0.4839855616062025,0.0,0.22049607643991623,0.06383090457866804,0.21733039372745544,0.10979278686500349,0.17570749577816328,0.0,0.0,0.0,0.14064502969223133,0.1263157894736842,0.1157894736842105,0.1263157894736842,0.1052631578947368,0.0526315789473684,0.0105263157894736,0.231578947368421,0.0421052631578947,0.1052631578947368,0.0842105263157894,0.8076923076923077,0.0,0.07692307692307693,0.11538461538461539
6.0,21.0,14.0,12.75,26.0,5.5,15.25,3.75,25.5,6.25,8.25,17.5,12.75,3.0,8.75,5.5,1.5,10.0,4.0,1.75,3.25,2.0,0.0,1.0,0.75,1.75,0.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18086979802097392,0.09445631082658427,0.0,0.04785739930386269,0.0725886890085819,0.1689863533666286,0.19564720714982187,0.25781940115896634,0.0978700807068597,0.2251164621251117,0.11361563603682877,0.043604214598144744,0.043696847658930595,0.13334379573119032,0.09831017048865412,0.0,0.0,0.30795484847472243,0.28587747110542516,0.2244779896248277,0.116193024791824,0.25663165804383964,0.0,0.12411929460912993,0.08720842919628949,0.045708167944021084,0.0,0.1210681469852305,0.21301456703232843,0.14453046227443817,0.0,0.04839159055853711,0.047963511988112585,0.09024044137702991,0.14013978777463584,0.0487165288888611,0.049712049590474705,0.0,0.039614341839544244,0.0,0.20303617698952708,0.04702118259403159,0.40024233536033266,0.12131866325795966,0.12943533068597868,0.0,0.08257414544346013,0.141373494701097,0.0,0.1238532110091743,0.0963302752293578,0.1330275229357798,0.110091743119266,0.0642201834862385,0.0458715596330275,0.2018348623853211,0.0504587155963302,0.0871559633027523,0.0871559633027523,0.6166666666666667,0.16666666666666666,0.08333333333333333,0.13333333333333333
1.8333333333333333,3.1666666666666665,1.8333333333333333,1.6666666666666667,4.0,1.5,1.6666666666666667,1.6666666666666667,3.1666666666666665,1.3333333333333333,1.6666666666666667,4.0,2.6666666666666665,0.6666666666666666,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16081226432577742,0.0,0.0,0.5106031077164976,0.2581559015741498,0.15024663278438694,0.13916074760974234,0.18338284065615654,0.0,0.0,0.2693766513268604,0.0,0.31080872949794813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27548750346135936,0.3650760357275152,0.0,0.1471401345498848,0.0,0.0,0.0,0.0,0.3030277490982461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28177051473253767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041666666666666,0.0416666666666666,0.1458333333333333,0.125,0.0625,0.0625,0.2083333333333333,0.0208333333333333,0.125,0.1041666666666666,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.18181818181818182
2.2962962962962963,5.481481481481482,4.518518518518518,3.962962962962963,7.703703703703703,2.2962962962962963,5.333333333333333,2.4814814814814814,9.62962962962963,3.259259259259259,2.037037037037037,10.925925925925926,4.814814814814815,1.7777777777777777,4.111111111111111,3.111111111111111,0.2222222222222222,1.8888888888888888,1.4074074074074074,0.5185185185185185,0.5185185185185185,0.6666666666666666,0.0,0.4074074074074074,0.1481481481481481,0.037037037037037,0.1111111111111111,0.1481481481481481,0.037037037037037,0.0,0.037037037037037,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.014630292717128315,0.03056172985193989,0.04544211070143832,0.04645337816420704,0.14091822246962393,0.05467623322423713,0.17724689551019687,0.11678594630469391,0.03166626920928586,0.0,0.061268014547819015,0.014108323893795922,0.05655318281423934,0.04314393635435044,0.11133031727133437,0.08358197384084626,0.0,0.28646518490443984,0.0,0.18157695384736838,0.07518946703067829,0.5646327903821764,0.11732807223179799,0.09370505872481359,0.0705416194689796,0.05915626678653278,0.05388159914643587,0.13057366484951347,0.37217741635346335,0.046763428560288395,0.015868670368561957,0.01565729917687467,0.04655637775718914,0.08759300358918129,0.0906856153495083,0.06304973726780637,0.17692993071004043,0.08152550553901289,0.08972168847984131,0.16198251028475516,0.09197047218796783,0.030427796029338067,0.06475003110723519,0.23551893018320458,0.02791955755420741,0.05005111984486882,0.22709625202982517,0.0,0.21789499128762485,0.0848484848484848,0.1131313131313131,0.1595959595959596,0.1151515151515151,0.0707070707070707,0.0444444444444444,0.1616161616161616,0.0505050505050505,0.0929292929292929,0.107070707070707,0.515527950310559,0.2670807453416149,0.055900621118012424,0.16149068322981366
0.6333333333333333,2.8,2.333333333333333,1.9333333333333331,3.966666666666667,0.8666666666666667,3.333333333333333,0.7666666666666667,3.7666666666666666,1.5333333333333334,0.7333333333333333,4.966666666666667,2.7666666666666666,1.0666666666666669,1.7333333333333334,0.5666666666666667,0.0666666666666666,0.6,0.1666666666666666,0.3666666666666666,0.2,0.2666666666666666,0.0,0.3333333333333333,0.0,0.1666666666666666,0.1,0.0666666666666666,0.1666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08203304658197554,0.11424113228825104,0.19817544925605662,0.05788161147730841,0.395069030114692,0.15328667969027432,0.1419764859218221,0.0935466780034021,0.05918497525073457,0.027226936246868384,0.20612035542537988,0.10547510917248214,0.0,0.05375799694990518,0.0,0.07810830225190254,0.0,0.23278692468732537,0.0,0.11312381479205973,0.16395262211771,0.2793471589716089,0.0939809261397985,0.10007821697940841,0.0791063318793616,0.33169321234660404,0.0,0.17083159844339976,0.051526520819434284,0.05826793895818458,0.0,0.02926384722343402,0.2030348268456115,0.19099886173887545,0.028248911928892416,0.029460347184395965,0.27056131588766386,0.0,0.1197799074249274,0.15137449250642712,0.12278207010088506,0.05687024079245446,0.09681542118494314,0.07336503689907842,0.07827342930435902,0.0,0.2496753205435543,0.05699519692884601,0.15663487689966413,0.1213235294117647,0.0772058823529411,0.1176470588235294,0.088235294117647,0.0514705882352941,0.0661764705882353,0.2022058823529411,0.0294117647058823,0.1176470588235294,0.1286764705882352,0.6666666666666666,0.11827956989247312,0.0967741935483871,0.11827956989247312
2.611111111111111,7.166666666666667,6.555555555555555,5.277777777777778,13.77777777777778,5.055555555555555,7.888888888888889,2.9444444444444446,11.944444444444445,3.333333333333333,3.4444444444444446,12.22222222222222,7.111111111111111,2.055555555555556,4.222222222222222,2.388888888888889,0.2222222222222222,2.111111111111111,0.8333333333333334,1.4444444444444444,1.5,0.8333333333333334,0.0,0.3888888888888889,0.1111111111111111,0.5,0.0555555555555555,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09376085637401903,0.09793016512357776,0.01941492808648846,0.05954096206213327,0.2558782532466514,0.052560367890742136,0.21095629990057493,0.02138410556720875,0.1623511751480882,0.09335826104164623,0.14135294381506353,0.12658201569883423,0.10872936626479866,0.05529913171448941,0.061155455755348156,0.21426003146399983,0.0,0.20753240078492732,0.07903767771709547,0.07757789958904153,0.22487042325062295,0.34056946484728445,0.06445011481234247,0.08578938354127855,0.10849887059900076,0.22746813099515129,0.08632747437884246,0.2677775243001441,0.17667894535074088,0.05993836478288207,0.1627155548603877,0.02006852231478995,0.19890993445746974,0.18711849420208082,0.019372501335352035,0.1010163889862823,0.1443129179065739,0.14629183310049687,0.16428501192390732,0.17301566432013568,0.03368053003916095,0.07800079652390433,0.08299243882866594,0.1341658070581621,0.08946374746150747,0.10692052783604374,0.2054664119939049,0.03908609051534583,0.10741685802057079,0.1081081081081081,0.09009009009009,0.1441441441441441,0.1171171171171171,0.057057057057057,0.039039039039039,0.2282282282282282,0.03003003003003,0.0960960960960961,0.09009009009009,0.656,0.024,0.144,0.176
17.666666666666668,37.0,56.66666666666666,47.66666666666666,94.66666666666669,24.666666666666668,36.0,19.33333333333333,79.66666666666667,10.0,31.666666666666668,51.333333333333336,29.33333333333333,14.666666666666666,22.666666666666668,18.0,2.0,5.333333333333333,9.666666666666666,3.0,2.333333333333333,1.3333333333333333,0.3333333333333333,3.6666666666666665,0.3333333333333333,2.333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09420783179550825,0.0,0.14630611991727316,0.0,0.22685124036852017,0.0,0.040761916879663976,0.0,0.35683622922953856,0.046901658608195375,0.03945188876643761,0.04542337703015417,0.04551987473076203,0.0,0.20482331724855202,0.0,0.0,0.08020067165208433,0.049634040631633625,0.15589545569804353,0.5245091947069817,0.26733829902981227,0.0,0.08619835747081156,0.04542337703015417,0.14284532114704443,0.26021704046209854,0.0,0.0,0.050186751752766004,0.25545507834399733,0.0,0.04996454376726819,0.1410078921205047,0.04866213412073792,0.20299590575937468,0.05178603014181868,0.0,0.12380114182280835,0.0,0.2115068211445047,0.14694870152276257,0.0,0.12638006286197576,0.13483535664972274,0.0,0.08601912856333534,0.0490905264629447,0.0,0.1283422459893048,0.053475935828877,0.1176470588235294,0.0561497326203208,0.053475935828877,0.053475935828877,0.2754010695187165,0.0240641711229946,0.0935828877005347,0.1443850267379679,0.6326530612244898,0.08163265306122448,0.061224489795918366,0.22448979591836735
0.75,1.75,3.0,0.5,5.0,1.25,2.25,1.0,3.25,2.0,0.75,3.0,1.5,0.5,0.75,0.75,0.0,0.25,0.5,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1601080328803627,0.0,0.17261471396234426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899278202831498,0.0,0.5094393390900271,0.2101855452901713,0.16504283626300922,0.0,0.0,0.0,0.1825123296185218,0.0,0.0,0.0,0.1780257422381989,0.18793750799591447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747537924270769,0.0,0.0,0.2074281586198281,0.0,0.3567882322751527,0.19032934253160036,0.45493542006882043,0.18213283879760278,0.0,0.0,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.2352941176470588,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.6,0.4,0.0,0.0
