PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS
0.030303030303030304,0.06818181818181818,0.06818181818181818,0.05303030303030303,0.16666666666666666,0.05303030303030303,0.09090909090909091,0.030303030303030304,0.11363636363636363,0.05303030303030303,0.030303030303030304,0.07575757575757576,0.03787878787878788,0.03787878787878788,0.022727272727272728,0.022727272727272728,0.007575757575757576,0.007575757575757576,0.007575757575757576,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023365986741659878,0.08062532323432912,0.06416158148772612,0.07445638215562846,0.10740395110300735,0.042546847933072764,0.06629938922205446,0.029047481534503615,0.1037297763169004,0.022639815510251064,0.04321476314971337,0.11085389451355847,0.05244292977229993,0.025113397029273433,0.02955672575089682,0.035706305939173844,0.008744127681875997,0.01993673507709712,0.014379217851753133,0.011251916295166024,0.008069440311515264,0.011000425724894316,0.0008887517974755456,0.003931265425019789,0.0010588369963369965,0.004593237861499052,0.0019529102960930862,0.0028266446765622135,0.00020193861066235866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01672043157317631,0.04188770858511969,0.06653460188222608,0.048363502261155086,0.09903011137665421,0.03428724393516709,0.14063998412799378,0.02211926116416925,0.1061342729318685,0.013881871685128475,0.0333569596021094,0.13080524684907358,0.08236389906131017,0.007732075083070567,0.06258038232149293,0.02154511254282261,0.005677119776095668,0.019217925068379875,0.007406078009093085,0.002512562814070352,0.007926461723930078,0.0015822784810126582,0.0,0.009182743130965254,0.002380952380952381,0.0,0.002380952380952381,0.0036372337879875573,0.0076004646499525964,0.002512562814070352,0.0,0.0,0.0,0.0,0.0,0.0
0.026129352526856497,0.09918317754760787,0.06306008050934113,0.053639348526952735,0.11423783412729918,0.025083381452476333,0.07127181902390319,0.018111857459068653,0.11158363107053063,0.02653558335438546,0.038971543541809525,0.086573443345724,0.05813260508017852,0.013296315426997246,0.04202498511314014,0.026623814314242066,0.005812021816016456,0.0426512858337243,0.014781862391280811,0.00770596120995585,0.015996250466154195,0.008865463387347072,0.0,0.0027548209366391185,0.004145144628099173,0.006097729227567458,0.0,0.006396349862258953,0.010334337820443417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02777777777777778,0.07702020202020202,0.06484487734487734,0.07233044733044733,0.10777417027417029,0.02714646464646465,0.03939393939393939,0.05887445887445888,0.10992063492063493,0.062283549783549774,0.05454545454545454,0.11632395382395383,0.08665223665223665,0.010101010101010102,0.0025252525252525255,0.021717171717171718,0.006944444444444444,0.005050505050505051,0.005050505050505051,0.0,0.016666666666666666,0.0025252525252525255,0.0,0.0025252525252525255,0.011904761904761904,0.007575757575757576,0.0,0.0025252525252525255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025908572158640394,0.07046428352509326,0.06380714613217205,0.04876473852274648,0.09311851821590676,0.03013819152122835,0.057327656637448536,0.03406498533476234,0.12083524725570116,0.05459644676014038,0.02864231034849978,0.1317033838717897,0.05339829503905401,0.017203575960406864,0.04390692807797191,0.040038639804991706,0.0023606149852846673,0.02727050155193291,0.01738266319280859,0.008963845733672905,0.004890158538571072,0.0068488247407248355,0.0,0.003851443020701837,0.0044856116396996895,0.000649772579597141,0.0009805724444362544,0.006681812215529896,0.0002405002405002405,0.0,0.00030111412225233364,0.001173645827733878,0.0,0.0,0.0,0.0
0.010530839345716657,0.09510160945085863,0.0665294857430194,0.05933447018560699,0.08939916520155047,0.014850771420828773,0.07771443277591171,0.017516655220700623,0.09339287691571654,0.06840049352323413,0.012857436678297468,0.17498202024314652,0.08764479738238302,0.021580251888743004,0.032085435099720234,0.025159734933004455,0.0009609265623011326,0.014312702253715386,0.0017291803758134093,0.01056991282853412,0.0020046979577578393,0.005636710753117528,0.0,0.0071447545696863,0.0,0.0035401477161628426,0.0015989046690801077,0.0006613756613756613,0.0036413742338835555,0.001118836410133461,0.0,0.0,0.0,0.0,0.0,0.0
0.020662100345290077,0.07124054881390487,0.06445898288619084,0.047123422845416194,0.13215991013015913,0.0477209982782085,0.07440341984986015,0.03069497624170316,0.11656064617666595,0.031147150127533885,0.029677782402374828,0.11335342268826361,0.06891352095418381,0.01808542615311814,0.04219813947266744,0.01651107653966101,0.0019670880343394966,0.01826074890141971,0.006678485854773086,0.014696481681079324,0.010864947274576077,0.009030707383004622,0.0,0.0021338276527305437,0.0006335282651072125,0.0044526632681416815,0.0009107468123861566,0.0018077259706861882,0.0028004213676728292,0.0008511036288814067,0.0,0.0,0.0,0.0,0.0,0.0
0.0253227821560995,0.050906368763854175,0.09598609882337722,0.08647539278674943,0.15867298399177276,0.04107563643877956,0.05822213268481256,0.03034509635167562,0.1268496254180247,0.021140004619241547,0.05393121897488636,0.07084530268685059,0.042314881919866404,0.022404494218356313,0.035527485413035124,0.026176051861911093,0.002247837492564095,0.007984486162458304,0.013409039764361898,0.0060170188560600135,0.004335600119344808,0.0023299271673248036,0.00032425421530479895,0.004171420769823391,0.0010548523206751054,0.004637912320080109,0.0012531328320802004,0.0030605252726951097,0.0026541813826296023,0.00032425421530479895,0.0,0.0,0.0,0.0,0.0,0.0
0.02027027027027027,0.06752515502515502,0.09662308412308412,0.01812039312039312,0.16388498888498887,0.036781911781911786,0.08297940797940798,0.03576839826839827,0.11533871533871534,0.07694805194805195,0.030620393120393122,0.0874093249093249,0.04273429273429273,0.013513513513513514,0.026013513513513515,0.023268398268398268,0.0,0.005952380952380952,0.01812039312039312,0.0,0.005952380952380952,0.01866151866151866,0.0,0.0,0.0,0.0,0.0,0.006756756756756757,0.006756756756756757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02666666666666667,0.12,0.04,0.05333333333333334,0.10666666666666667,0.04,0.02666666666666667,0.02666666666666667,0.05333333333333334,0.02666666666666667,0.02666666666666667,0.18666666666666668,0.09333333333333334,0.013333333333333334,0.013333333333333334,0.04,0.013333333333333334,0.06666666666666667,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03994985145669579,0.07377102677017477,0.03994985145669579,0.06608659224660617,0.06844729748326359,0.028127099641391366,0.07339865663425968,0.021074328317129836,0.08360341973399821,0.11663330850865761,0.044431447467478326,0.15737647025491164,0.07409457391951949,0.013731148761869299,0.017920312790914168,0.011822751815304414,0.003816793893129771,0.012195121951219513,0.0019083969465648854,0.03859317955526054,0.0019083969465648854,0.007343179555260537,0.0,0.0019083969465648854,0.0,0.0019083969465648854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06258468834688347,0.03827913279132791,0.0695291327913279,0.026676829268292682,0.12042682926829268,0.04632452574525745,0.06139905149051491,0.013888888888888888,0.07063008130081301,0.0,0.016260162601626018,0.19469850948509485,0.07528794037940378,0.020833333333333332,0.026676829268292682,0.024390243902439022,0.013888888888888888,0.05445460704607046,0.026676829268292682,0.0,0.010416666666666666,0.008130081300813009,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048754362783743094,0.06794004258010061,0.04574440384900091,0.06806589175389693,0.12070057442478332,0.020714929949804742,0.06835397814312763,0.019905019580369963,0.09236073038694138,0.06669084049737896,0.055507915274736946,0.11112598973641494,0.07135963780549094,0.01737957562202337,0.02478340998507588,0.01987548851880524,0.0070429820830898,0.00822779054226727,0.011375294207777036,0.005498384970860528,0.013844591659769838,0.013281049661133826,0.0,0.004417770622971469,0.0003695491500369549,0.003141854040476511,0.0013506833411618953,0.002134986225895317,0.004107646069952057,0.001687284833352249,0.003531821713639895,0.0005136106831022085,0.00021190930281839374,0.0,0.0,0.0
0.03006443274404723,0.06917965941768511,0.07322795487223058,0.0793322161677886,0.08973804135895258,0.029922387289501775,0.07921016872535563,0.020219573067119797,0.10141298294773762,0.032692273653138135,0.03612497072631418,0.13950107768010805,0.0721553125612705,0.02379622178833627,0.03241357795242141,0.01911602319020543,0.011452870046620045,0.009232954545454546,0.0044034090909090915,0.007655851741716227,0.005958607689039931,0.010955710955710955,0.0,0.0,0.0037569031435853864,0.0115949155011655,0.005319403143585387,0.0015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019948154210582245,0.07911389029847289,0.05346419289598983,0.07239857519668523,0.09476882047977703,0.02052407422487789,0.10467406941996468,0.009971897089669642,0.09457985377720336,0.037725077664533174,0.08800545909018932,0.12583799305454113,0.05746066284382229,0.022506264099836783,0.03700346044434147,0.022060221089473687,0.0037481251094936053,0.01163707998298543,0.0017594199348073144,0.006115551115551116,0.006957933131831273,0.007927858736442838,0.0,0.008545851607197646,0.0,0.0,0.0018939393939393938,0.0011961722488038277,0.010175402858986961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021143173452956063,0.08861946067323642,0.08418633738284768,0.06494807368663204,0.1530675938499165,0.020263785974598335,0.07039501624741899,0.023650539275539274,0.10635590625579183,0.0325530154119971,0.04215992473286524,0.06751342775370234,0.021369648922566542,0.012375583142173532,0.022974555955105155,0.034066332800600535,0.02207133171091981,0.05057828750620512,0.004695123981451212,0.01469017094017094,0.005430696305982347,0.003472222222222222,0.0,0.005752681825336287,0.000835421888053467,0.009513192121887774,0.000992063492063492,0.006100989653621232,0.000966183574879227,0.0,0.0,0.009259259259259259,0.0,0.0,0.0,0.0
0.024390243902439025,0.10859465737514518,0.04819976771196283,0.06097560975609756,0.14459930313588848,0.012195121951219513,0.07200929152148663,0.0,0.10859465737514518,0.04878048780487805,0.024390243902439025,0.13124274099883856,0.023809523809523808,0.023809523809523808,0.024390243902439025,0.03600464576074332,0.0,0.047619047619047616,0.04819976771196283,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03,0.13476190476190475,0.03650793650793651,0.0707936507936508,0.11396825396825398,0.023809523809523808,0.06714285714285714,0.007619047619047619,0.07301587301587302,0.022857142857142857,0.046507936507936505,0.17047619047619048,0.012380952380952381,0.019523809523809523,0.04380952380952382,0.0346031746031746,0.008571428571428572,0.05984126984126984,0.012380952380952381,0.0019047619047619048,0.0019047619047619048,0.006666666666666667,0.0,0.0,0.0,0.0009523809523809524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021544044487541252,0.0670595783400855,0.08312535227089733,0.05875369630045281,0.17259332892621004,0.026158304773738032,0.05509809209860455,0.02437703558554461,0.08522327066396974,0.03801065607886161,0.05144162688962349,0.08018530474271927,0.045467315528531206,0.011659253191982728,0.02915775023163888,0.028953601384573962,0.010658903925515172,0.04747404529092765,0.016340151382536118,0.010256861207871504,0.0076278396503901775,0.009475841410310338,0.00027056277056277056,0.003204873824160934,0.00046992481203007516,0.002200080550802862,0.0002834467120181406,0.007858275304612921,0.0006066959490006263,0.0,0.0,0.004464285714285714,0.0,0.0,0.0,0.0
0.022377622377622378,0.08111888111888113,0.07272727272727272,0.06188811188811189,0.09895104895104895,0.05104895104895105,0.06363636363636364,0.01048951048951049,0.12027972027972028,0.014685314685314685,0.033216783216783216,0.14545454545454545,0.06923076923076923,0.033566433566433566,0.025174825174825177,0.02937062937062937,0.0,0.0038461538461538464,0.032517482517482516,0.0038461538461538464,0.0,0.0038461538461538464,0.0,0.007692307692307693,0.0034965034965034965,0.0038461538461538464,0.0,0.0,0.007692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024398600402595075,0.12245290773247734,0.03862700028662927,0.04138171885380315,0.1018227466865382,0.031564643889572586,0.1029960541263619,0.0283150371293748,0.07804948169588889,0.03249593984218788,0.03157636218212733,0.11958828237451595,0.036610149439552694,0.005536662405609269,0.03189833420952572,0.009197735941921989,0.002937498182241224,0.042074983197708804,0.010467274417482368,0.004594524764376145,0.0026499960682550916,0.0409578829080523,0.0,0.0,0.0,0.0,0.0,0.0012919896640826874,0.0029586380435637338,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0
0.027814509825999385,0.09063761567319051,0.08534321142078899,0.05417457589273107,0.11393538853490623,0.025568197737031857,0.07048244931389931,0.03332246622581183,0.09536382727827421,0.05731430898886393,0.03822294913582889,0.10073854954539359,0.06287580502419957,0.012448438942793466,0.021275295253553726,0.014003299397284504,0.0030390288474089542,0.019531223964250548,0.015254582824737063,0.0018480648337499052,0.010396976992656407,0.019681383426624795,0.0,0.0016129032258064516,0.0009734151329243354,0.014129364822744328,0.0037037037037037034,0.005457400205055204,0.000425531914893617,0.0,0.000425531914893617,0.0,0.0,0.0,0.0,0.0
0.18181818181818182,0.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.011621806031216654,0.09142104679585301,0.08294361489744759,0.06177501205696695,0.1653257774290106,0.017725268555974356,0.056670297756357936,0.016460144309483647,0.1183278012962234,0.056273888995287506,0.040264262384078056,0.09875288797335322,0.02953600727567552,0.013738033237869787,0.026090855462672098,0.03712089218092129,0.0022865383464461806,0.023972886378901413,0.009403334027394178,0.006098861456004313,0.00580664114498701,0.011990484452890467,0.0,0.0033123100792273722,0.002070393374741201,0.004056995361343187,0.00020931449502878074,0.0025815454386882955,0.0011869083297654727,0.0,0.0,0.002976190476190476,0.0,0.0,0.0,0.0
0.02493222749047316,0.08251771897480804,0.04414044755397535,0.05172416352841281,0.11672626843452266,0.04048591949600678,0.08872088306394181,0.020227419260342192,0.07762362324039225,0.10050035675630489,0.01830009780638688,0.1382470515543269,0.04929823569889354,0.016214753972191045,0.044324424391698536,0.014593130833859994,0.01781653400194891,0.029404681273321836,0.01253670431076188,0.0,0.001853117642591327,0.004669649388037223,0.0,0.00445906432748538,0.0,0.000683526999316473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.026015118859910005,0.06726315724516868,0.061697473441160104,0.06212726065008193,0.11333477148459062,0.02931975759638383,0.089212669164513,0.026641339255972302,0.09175312308535145,0.043352359640056216,0.03068012175582878,0.12743802806821564,0.07931498293116641,0.0258313030925723,0.036918141303315284,0.0208804769570888,0.0028580602653928695,0.009618425060984242,0.006090333264443556,0.0040078282714730296,0.012522041534755302,0.009162807440083659,0.0,0.004399671636014597,0.001745058297322565,0.004280351525996556,0.0014151141339696538,0.0022218328558216735,0.00927568055965606,0.0,0.0,0.0006227106227106226,0.0,0.0,0.0,0.0
0.0196078431372549,0.08823529411764706,0.0784313725490196,0.029411764705882353,0.10784313725490197,0.029411764705882353,0.06862745098039216,0.0196078431372549,0.10784313725490197,0.0,0.058823529411764705,0.1568627450980392,0.08823529411764706,0.029411764705882353,0.029411764705882353,0.0,0.0,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.0,0.029411764705882353,0.0,0.00980392156862745,0.0,0.00980392156862745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
