PRP$,RB,DT,JJ,NN,CC,VB,VBG,IN,NNP,NNS,PRP,VBP,MD,TO,VBZ,CD,VBD,VBN,RP,WP,WRB,FW,WDT,PDT,JJR,RBR,JJS,EX,RBS,NNPS,UH,WP$,$,'',POS,behavior,better,cant,could,day,dont,even,feel,feeling,find,friend,get,go,going,good,ha,help,hyperactive,im,ive,know,life,like,lot,make,much,need,one,people,really,right,say,see,someone,something,still,take,talk,thats,thing,think,time,try,wa,want,way,work,would,year,youre,trust,fear,negative,sadness,anger,surprise,positive,disgust,joy,anticipation,class_A,class_B,class_C,class_D,labels
4.0,9.0,9.0,7.0,22.0,7.0,12.0,4.0,15.0,7.0,4.0,10.0,5.0,5.0,3.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2226690940132741,0.0,0.0,0.2009376401344294,0.1861115401113358,0.0,0.0,0.0,0.3602603773664012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3558952274248464,0.0,0.0,0.2463919964126848,0.0,0.0,0.2174019669295621,0.0,0.0,0.2026324306596273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768357482664541,0.0,0.1931403782774266,0.2236470644768803,0.0,0.0,0.0,0.4905070357946199,0.0,0.0,0.0,0.0526315789473684,0.131578947368421,0.2368421052631578,0.0789473684210526,0.1052631578947368,0.0263157894736842,0.131578947368421,0.0526315789473684,0.0526315789473684,0.131578947368421,0.375,0.125,0.375,0.125,0
6.0,19.375,18.375,19.875,29.125,10.75,18.25,7.5,26.375,6.5,12.0,30.625,16.0,5.75,9.375,9.25,2.0,4.25,3.25,2.5,2.25,3.5,0.25,1.125,0.25,0.625,0.625,0.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0501265071436462,0.0,0.0518981251375608,0.0530530645653337,0.1408213109410482,0.0,0.1518214287602602,0.2286477666541874,0.081371550475211,0.0499112712916646,0.1259503809645342,0.1691834567101653,0.1695428710826939,0.1724570625459435,0.0817374517561159,0.1193207047020836,0.0,0.042673517306075,0.0792284795713205,0.1036869032644819,0.322018963419964,0.2560437154876617,0.0861409351804116,0.1375943750911339,0.1691834567101653,0.126676251758918,0.1384573988066645,0.2907926188327384,0.047228122474305,0.0534071641880493,0.081554180148969,0.1341131264791718,0.0531706974323637,0.0,0.0,0.1620163980994527,0.0,0.0558647583449421,0.2415330223212323,0.1387466678884104,0.3601262605527169,0.0521260635217626,0.0887389735694971,0.0224149486057461,0.2391459159853228,0.0571619416635468,0.0686541402170212,0.0522405956815042,0.2297091604810977,0.1062124248496994,0.096192384769539,0.156312625250501,0.096192384769539,0.0721442885771543,0.0480961923847695,0.1663326653306613,0.0561122244488977,0.0921843687374749,0.1102204408817635,0.44,0.296,0.136,0.128,2
2.75,6.25,10.0,7.25,15.5,5.25,11.25,3.5,11.5,2.25,5.0,10.0,7.0,1.25,4.5,2.75,1.0,3.5,1.25,0.5,1.0,0.25,0.0,1.25,0.25,0.0,0.25,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0613823503670512,0.0641118686367322,0.0,0.0,0.2463465094870625,0.0,0.1062358496466086,0.0,0.1328579044181473,0.1222375671582471,0.1542323783118125,0.0591923960159016,0.0,0.0,0.0,0.2922280334066776,0.0,0.0,0.0,0.2031514641597912,0.0525770547728641,0.1393502244968287,0.0703225148461156,0.168491016463133,0.0591923960159016,0.0,0.1695478310528662,0.2191321417682735,0.0,0.0653996747650312,0.0,0.0,0.0,0.2450014518947985,0.0634129054724724,0.3306616226304272,0.0674837364516301,0.1368182371084892,0.4839855616062025,0.0,0.2204960764399162,0.063830904578668,0.2173303937274554,0.1097927868650034,0.1757074957781632,0.0,0.0,0.0,0.1406450296922313,0.1263157894736842,0.1157894736842105,0.1263157894736842,0.1052631578947368,0.0526315789473684,0.0105263157894736,0.231578947368421,0.0421052631578947,0.1052631578947368,0.0842105263157894,0.8076923076923077,0.0,0.0769230769230769,0.1153846153846153,3
6.0,21.0,14.0,12.75,26.0,5.5,15.25,3.75,25.5,6.25,8.25,17.5,12.75,3.0,8.75,5.5,1.5,10.0,4.0,1.75,3.25,2.0,0.0,1.0,0.75,1.75,0.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1808697980209739,0.0944563108265842,0.0,0.0478573993038626,0.0725886890085819,0.1689863533666286,0.1956472071498218,0.2578194011589663,0.0978700807068597,0.2251164621251117,0.1136156360368287,0.0436042145981447,0.0436968476589305,0.1333437957311903,0.0983101704886541,0.0,0.0,0.3079548484747224,0.2858774711054251,0.2244779896248277,0.116193024791824,0.2566316580438396,0.0,0.1241192946091299,0.0872084291962894,0.045708167944021,0.0,0.1210681469852305,0.2130145670323284,0.1445304622744381,0.0,0.0483915905585371,0.0479635119881125,0.0902404413770299,0.1401397877746358,0.0487165288888611,0.0497120495904747,0.0,0.0396143418395442,0.0,0.203036176989527,0.0470211825940315,0.4002423353603326,0.1213186632579596,0.1294353306859786,0.0,0.0825741454434601,0.141373494701097,0.0,0.1238532110091743,0.0963302752293578,0.1330275229357798,0.110091743119266,0.0642201834862385,0.0458715596330275,0.2018348623853211,0.0504587155963302,0.0871559633027523,0.0871559633027523,0.6166666666666667,0.1666666666666666,0.0833333333333333,0.1333333333333333,4
1.8333333333333333,3.1666666666666665,1.8333333333333333,1.6666666666666667,4.0,1.5,1.6666666666666667,1.6666666666666667,3.1666666666666665,1.3333333333333333,1.6666666666666667,4.0,2.6666666666666665,0.6666666666666666,0.1666666666666666,0.5,0.1666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1608122643257774,0.0,0.0,0.5106031077164976,0.2581559015741498,0.1502466327843869,0.1391607476097423,0.1833828406561565,0.0,0.0,0.2693766513268604,0.0,0.3108087294979481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2754875034613593,0.3650760357275152,0.0,0.1471401345498848,0.0,0.0,0.0,0.0,0.3030277490982461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2817705147325376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1041666666666666,0.0416666666666666,0.1458333333333333,0.125,0.0625,0.0625,0.2083333333333333,0.0208333333333333,0.125,0.1041666666666666,0.5454545454545454,0.1818181818181818,0.0909090909090909,0.1818181818181818,2
2.2962962962962963,5.481481481481482,4.518518518518518,3.962962962962963,7.703703703703703,2.2962962962962963,5.333333333333333,2.4814814814814814,9.62962962962963,3.259259259259259,2.037037037037037,10.925925925925926,4.814814814814815,1.7777777777777777,4.111111111111111,3.111111111111111,0.2222222222222222,1.8888888888888888,1.4074074074074074,0.5185185185185185,0.5185185185185185,0.6666666666666666,0.0,0.4074074074074074,0.1481481481481481,0.037037037037037,0.1111111111111111,0.1481481481481481,0.037037037037037,0.0,0.037037037037037,0.074074074074074,0.0,0.0,0.0,0.0,0.0,0.0146302927171283,0.0305617298519398,0.0454421107014383,0.046453378164207,0.1409182224696239,0.0546762332242371,0.1772468955101968,0.1167859463046939,0.0316662692092858,0.0,0.061268014547819,0.0141083238937959,0.0565531828142393,0.0431439363543504,0.1113303172713343,0.0835819738408462,0.0,0.2864651849044398,0.0,0.1815769538473683,0.0751894670306782,0.5646327903821764,0.1173280722317979,0.0937050587248135,0.0705416194689796,0.0591562667865327,0.0538815991464358,0.1305736648495134,0.3721774163534633,0.0467634285602883,0.0158686703685619,0.0156572991768746,0.0465563777571891,0.0875930035891812,0.0906856153495083,0.0630497372678063,0.1769299307100404,0.0815255055390128,0.0897216884798413,0.1619825102847551,0.0919704721879678,0.030427796029338,0.0647500311072351,0.2355189301832045,0.0279195575542074,0.0500511198448688,0.2270962520298251,0.0,0.2178949912876248,0.0848484848484848,0.1131313131313131,0.1595959595959596,0.1151515151515151,0.0707070707070707,0.0444444444444444,0.1616161616161616,0.0505050505050505,0.0929292929292929,0.107070707070707,0.515527950310559,0.2670807453416149,0.0559006211180124,0.1614906832298136,0
0.6333333333333333,2.8,2.333333333333333,1.933333333333333,3.966666666666667,0.8666666666666667,3.333333333333333,0.7666666666666667,3.7666666666666666,1.5333333333333334,0.7333333333333333,4.966666666666667,2.7666666666666666,1.0666666666666669,1.7333333333333334,0.5666666666666667,0.0666666666666666,0.6,0.1666666666666666,0.3666666666666666,0.2,0.2666666666666666,0.0,0.3333333333333333,0.0,0.1666666666666666,0.1,0.0666666666666666,0.1666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0820330465819755,0.114241132288251,0.1981754492560566,0.0578816114773084,0.395069030114692,0.1532866796902743,0.1419764859218221,0.0935466780034021,0.0591849752507345,0.0272269362468683,0.2061203554253798,0.1054751091724821,0.0,0.0537579969499051,0.0,0.0781083022519025,0.0,0.2327869246873253,0.0,0.1131238147920597,0.16395262211771,0.2793471589716089,0.0939809261397985,0.1000782169794084,0.0791063318793616,0.331693212346604,0.0,0.1708315984433997,0.0515265208194342,0.0582679389581845,0.0,0.029263847223434,0.2030348268456115,0.1909988617388754,0.0282489119288924,0.0294603471843959,0.2705613158876638,0.0,0.1197799074249274,0.1513744925064271,0.122782070100885,0.0568702407924544,0.0968154211849431,0.0733650368990784,0.078273429304359,0.0,0.2496753205435543,0.056995196928846,0.1566348768996641,0.1213235294117647,0.0772058823529411,0.1176470588235294,0.088235294117647,0.0514705882352941,0.0661764705882353,0.2022058823529411,0.0294117647058823,0.1176470588235294,0.1286764705882352,0.6666666666666666,0.1182795698924731,0.0967741935483871,0.1182795698924731,0
2.611111111111111,7.166666666666667,6.555555555555555,5.277777777777778,13.77777777777778,5.055555555555555,7.888888888888889,2.9444444444444446,11.944444444444445,3.333333333333333,3.4444444444444446,12.22222222222222,7.111111111111111,2.055555555555556,4.222222222222222,2.388888888888889,0.2222222222222222,2.111111111111111,0.8333333333333334,1.4444444444444444,1.5,0.8333333333333334,0.0,0.3888888888888889,0.1111111111111111,0.5,0.0555555555555555,0.2777777777777778,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093760856374019,0.0979301651235777,0.0194149280864884,0.0595409620621332,0.2558782532466514,0.0525603678907421,0.2109562999005749,0.0213841055672087,0.1623511751480882,0.0933582610416462,0.1413529438150635,0.1265820156988342,0.1087293662647986,0.0552991317144894,0.0611554557553481,0.2142600314639998,0.0,0.2075324007849273,0.0790376777170954,0.0775778995890415,0.2248704232506229,0.3405694648472844,0.0644501148123424,0.0857893835412785,0.1084988705990007,0.2274681309951512,0.0863274743788424,0.2677775243001441,0.1766789453507408,0.059938364782882,0.1627155548603877,0.0200685223147899,0.1989099344574697,0.1871184942020808,0.019372501335352,0.1010163889862823,0.1443129179065739,0.1462918331004968,0.1642850119239073,0.1730156643201356,0.0336805300391609,0.0780007965239043,0.0829924388286659,0.1341658070581621,0.0894637474615074,0.1069205278360437,0.2054664119939049,0.0390860905153458,0.1074168580205707,0.1081081081081081,0.09009009009009,0.1441441441441441,0.1171171171171171,0.057057057057057,0.039039039039039,0.2282282282282282,0.03003003003003,0.0960960960960961,0.09009009009009,0.656,0.024,0.144,0.176,2
17.666666666666668,37.0,56.66666666666666,47.66666666666666,94.66666666666669,24.666666666666668,36.0,19.33333333333333,79.66666666666667,10.0,31.666666666666668,51.333333333333336,29.33333333333333,14.666666666666666,22.666666666666668,18.0,2.0,5.333333333333333,9.666666666666666,3.0,2.333333333333333,1.3333333333333333,0.3333333333333333,3.6666666666666665,0.3333333333333333,2.333333333333333,0.6666666666666666,1.3333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942078317955082,0.0,0.1463061199172731,0.0,0.2268512403685201,0.0,0.0407619168796639,0.0,0.3568362292295385,0.0469016586081953,0.0394518887664376,0.0454233770301541,0.045519874730762,0.0,0.204823317248552,0.0,0.0,0.0802006716520843,0.0496340406316336,0.1558954556980435,0.5245091947069817,0.2673382990298122,0.0,0.0861983574708115,0.0454233770301541,0.1428453211470444,0.2602170404620985,0.0,0.0,0.050186751752766,0.2554550783439973,0.0,0.0499645437672681,0.1410078921205047,0.0486621341207379,0.2029959057593746,0.0517860301418186,0.0,0.1238011418228083,0.0,0.2115068211445047,0.1469487015227625,0.0,0.1263800628619757,0.1348353566497227,0.0,0.0860191285633353,0.0490905264629447,0.0,0.1283422459893048,0.053475935828877,0.1176470588235294,0.0561497326203208,0.053475935828877,0.053475935828877,0.2754010695187165,0.0240641711229946,0.0935828877005347,0.1443850267379679,0.6326530612244898,0.0816326530612244,0.0612244897959183,0.2244897959183673,0
0.75,1.75,3.0,0.5,5.0,1.25,2.25,1.0,3.25,2.0,0.75,3.0,1.5,0.5,0.75,0.75,0.0,0.25,0.5,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1601080328803627,0.0,0.1726147139623442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1899278202831498,0.0,0.5094393390900271,0.2101855452901713,0.1650428362630092,0.0,0.0,0.0,0.1825123296185218,0.0,0.0,0.0,0.1780257422381989,0.1879375079959144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1747537924270769,0.0,0.0,0.2074281586198281,0.0,0.3567882322751527,0.1903293425316003,0.4549354200688204,0.1821328387976027,0.0,0.0,0.1176470588235294,0.0588235294117647,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0588235294117647,0.2352941176470588,0.0588235294117647,0.1176470588235294,0.1176470588235294,0.6,0.4,0.0,0.0,2
